customer_id,customer_name,customer_segment
277,Cindy McLeod,Corporate
278,Laurence Simon,Home Office
279,Tim Connolly,Small Business
280,Leslie Hawley,Home Office
281,Annie Sherrill,Consumer
282,Dwight Robinson,Corporate
283,Carrie High,Corporate
284,Roberta Mitchell,Corporate
285,Marian Willis,Home Office
286,Benjamin Porter,Consumer
287,Kathryn Tate,Consumer
288,Anna Ellis,Home Office
289,Betty Giles,Home Office
290,Hannah Carver,Home Office
291,Ernest Peele,Home Office
292,Elsie Lane,Corporate
293,Jordan Womble,Corporate
294,William Sharma,Consumer
295,Francis I Davis,Corporate
296,Ellen Sparks,Corporate
297,Sally Liu,Home Office
298,Fred Barber,Small Business
299,Lloyd Dolan,Corporate
300,Natalie Watts,Home Office
301,Sean Herbert,Home Office
302,Lindsay Webb,Home Office
303,Kim McCarthy,Consumer
304,Priscilla Allen,Consumer
305,Anthony Foley,Consumer
306,Penny Rich,Home Office
307,Tina Evans,Home Office
308,Edith Reynolds,Home Office
309,Carrie Duke,Corporate
310,Tara Gold,Small Business
311,Jordan Beard,Small Business
312,Andrew Pearce,Small Business
313,Tiffany Merrill,Consumer
314,Sandy Cannon,Corporate
315,Alexander O'Brien,Home Office
316,Jamie Manning,Home Office
317,Neil Barbee,Home Office
318,Guy McDonald,Home Office
319,Anita Kang,Corporate
320,Kristine Singleton,Corporate
321,Jerome McIntosh,Consumer
322,Neil Song,Consumer
323,Maureen Stout,Corporate
324,Marie Pittman,Corporate
325,Jenny Hawkins,Corporate
326,Wallace Pugh,Home Office
327,Jonathan Crabtree,Corporate
328,Sharon Kessler,Small Business
329,Monica Stuart,Small Business
330,Steven Long,Consumer
331,Bob Gibson,Small Business
332,Jim Hinson,Home Office
333,Jeffrey Cheng,Home Office
334,Daniel Huff,Home Office
335,Oscar Kenney,Home Office
336,Andrea Shaw,Small Business
337,Marvin Reid,Small Business
338,Marcus Dunlap,Home Office
339,Timothy Reese,Small Business
340,Sarah Ramsey,Small Business
341,Tony Wilkins Winters,Small Business
342,Randall Montgomery,Consumer
343,Scott Bunn,Corporate
344,Annette Boone,Corporate
345,Edgar Stone,Corporate
346,Helen Stein,Consumer
347,Helen Stein,Corporate
348,Claudia Boyle,Consumer
349,Caroline Johnston,Consumer
350,Lois Hamilton,Consumer
351,Tom McFarland,Consumer
352,Brooke Weeks Taylor,Small Business
353,Marguerite Moss,Small Business
354,Rhonda Ivey,Small Business
355,Rhonda Ivey,Home Office
356,Christina Matthews,Corporate
357,Phillip Holmes,Small Business
358,Floyd Dale,Home Office
359,Anna Wood,Consumer
360,Anna Wood,Home Office
361,Irene Li,Home Office
362,Carlos Hess,Small Business
363,Roger Blalock Cassidy,Corporate
364,Lucille Rankin,Corporate
365,Vickie Andrews,Corporate
366,Pauline Boyette,Corporate
367,Thomas McAllister,Small Business
368,Benjamin Kaufman,Corporate
369,Arthur Lowe Nash,Consumer
370,Faye Dyer,Home Office
371,Bradley Pollock,Home Office
372,Bobby Clements,Corporate
373,Lynn Epstein,Corporate
374,Rosemary English,Corporate
375,Juanita Coley Knox,Home Office
376,Chris F Brandt,Corporate
377,Patrick Rosenthal,Small Business
378,Sam Oh,Corporate
379,Roberta Mullins Peters,Corporate
380,Renee Alston,Corporate
381,Shawn Combs,Corporate
382,Denise Carver,Corporate
383,Bruce Stark,Corporate
384,June Frank Hammond,Small Business
385,Scott Feldman,Small Business
386,Alice Berger McIntyre,Small Business
387,Anne Armstrong,Home Office
388,Marc Nash,Small Business
389,Maria Thomas,Small Business
390,Craig Bennett,Small Business
391,Marion Bowling,Small Business
392,Tony Doyle,Small Business
393,Donna Craven,Consumer
394,Molly Vincent,Corporate
395,Ronnie Creech,Corporate
396,Eileen Cheek,Corporate
397,Toni Swanson,Consumer
398,Henry Ball,Corporate
399,Evan K Bullard,Corporate
400,Marlene Abrams,Corporate
401,Kathryn Patrick,Corporate
402,Timothy Currie,Corporate
403,William Larson,Corporate
404,Vickie Morse,Corporate
405,Alison Peters Wooten,Corporate
406,Heather Stern,Home Office
407,Hazel Khan,Home Office
408,Jenny Petty,Home Office
409,Terry Klein,Home Office
410,Scott McKenna,Corporate
411,Derek McCormick,Consumer
412,Marjorie Arthur,Consumer
413,Hilda Bennett,Home Office
414,Pam Anthony,Consumer
415,Beverly Cooke Brooks,Consumer
416,Lindsay Link,Consumer
417,June Herbert,Consumer
418,Meredith Walters,Consumer
419,Danny Vaughn,Consumer
420,Peggy Rowe,Consumer
421,Stacey Hale,Consumer
422,Jean Webster,Small Business
423,Carlos Byrd,Small Business
424,Karen Hendricks,Corporate
425,Jacob Lanier,Corporate
426,Arthur Brady,Corporate
427,Gail Rankin Cole,Corporate
428,Harriet Hodges,Small Business
429,Jordan Berry,Small Business
430,Francis Spivey,Consumer
431,Marsha P Joyner,Corporate
432,Ruth Dudley,Small Business
433,Calvin Conway,Small Business
434,Albert Maxwell,Home Office
435,Denise Parks,Home Office
436,Dorothy Buchanan,Home Office
437,Francis Evans,Corporate
438,Howard Burnett,Corporate
439,Neal Weber,Small Business
440,Lloyd Spencer,Small Business
441,Phillip Pollard,Small Business
442,Rita Barton,Small Business
443,Lynn Bell,Small Business
444,Priscilla Frank,Home Office
445,Kristin George,Corporate
446,Glen Newman,Small Business
447,Eugene Kerr,Small Business
448,Brian Bennett,Small Business
449,Marguerite Rodgers,Small Business
450,Kent Burton,Home Office
451,Jessica Huffman,Home Office
452,Gayle Pearson,Home Office
453,Willie Robinson,Small Business
454,Marion Owens,Corporate
455,Ted Dunlap,Home Office
456,Ted Dunlap,Corporate
457,Leon Peele,Home Office
458,Timothy Ross,Home Office
459,Randy Jiang,Small Business
460,Pam Patton,Home Office
461,Pam Patton,Corporate
462,Edna Huang,Corporate
463,Edith Forbes,Consumer
464,Arlene Weeks,Consumer
465,Jessie Houston,Consumer
466,John Morse,Small Business
467,Louis Parrish,Consumer
468,Louis Parrish,Small Business
469,Grace McNeill Hunt,Small Business
470,Edward Lamm,Consumer
471,Beth English,Consumer
472,Faye Wolf,Consumer
473,Judy Merritt,Small Business
474,Billy Perry Browning,Small Business
475,Ken Cash,Small Business
476,Elsie Hwang,Small Business
477,Hazel Jennings,Small Business
478,Lois Hansen,Home Office
479,Dana Sharpe,Small Business
480,Marie Bass,Home Office
481,Edward Bynum,Home Office
482,Vivian Clarke,Home Office
483,Chris Ford,Home Office
484,Jeanne Walker,Home Office
485,Pamela Wiley,Corporate
486,Jean Weiss Diaz,Corporate
487,Kyle Kaufman,Corporate
488,Danielle Daniel,Home Office
489,Tommy Ellis Ritchie,Home Office
490,Paul Puckett,Home Office
491,Kate Lehman,Corporate
492,Gloria Jacobs,Corporate
493,Randall Boykin,Consumer
494,Ronnie Nolan,Corporate
495,Lucille Buchanan,Corporate
496,Chad Henson,Corporate
497,Frank Hess,Home Office
498,Alex Watkins,Small Business
499,Don Rogers,Home Office
500,Kathleen Huang Hall,Home Office
501,Wayne Lutz,Consumer
502,Gerald Petty,Consumer
503,Molly Browning,Home Office
504,Marvin Rollins,Home Office
505,Eugene Brewer Knox,Small Business
506,Roy Hardison,Corporate
507,Jeanne Nguyen,Consumer
508,Esther Whitaker,Consumer
509,Neil Bailey,Corporate
510,Joseph Hurst,Small Business
511,Lillian Day,Small Business
512,Dennis Bowen,Consumer
513,Dennis Bowen,Small Business
514,Linda Blake,Corporate
515,Juanita Ballard,Small Business
516,Carrie Lewis,Corporate
517,Nina Horne Kelly,Small Business
518,Christopher Meadows,Small Business
519,Eric West,Small Business
520,Joyce Knox,Home Office
521,Vanessa Boyer,Consumer
522,Clifford Webb,Home Office
523,Erika Morgan,Home Office
524,Gina B Hess,Home Office
525,Anita Kent,Home Office
526,Jacob Hirsch,Home Office
527,Oscar Bowers,Home Office
528,Gretchen Levine,Home Office
529,Penny Tuttle,Corporate
530,Amy Hall,Corporate
531,Teresa Wallace,Consumer
532,Priscilla Brandon,Corporate
533,Judy Frazier,Corporate
534,Erika Jordan,Home Office
535,Peter Adams,Small Business
536,Matthew Conway,Corporate
537,Annie Odom,Corporate
538,Brenda Jain,Corporate
539,Melanie Knight,Small Business
540,Judy Hall,Small Business
541,Frank Cross,Corporate
542,Gene Heath Cross,Small Business
543,Karen O'Donnell,Small Business
544,Lester Woodward Maynard,Small Business
545,Anita Hahn,Home Office
546,Stacy Chang,Home Office
547,Christopher High,Corporate
548,Clara Kaplan,Corporate
549,Alvin Hoover,Home Office
550,Dennis Block Richardson,Consumer
551,Lucille McGee,Home Office
552,Joe Baldwin,Corporate
553,Lynn Hines,Home Office
554,Faye Silver,Corporate
555,Kerry Beach,Consumer
556,Kerry Beach,Home Office
557,Patrick Lowry,Corporate
558,Jacob Murray,Home Office
559,Geoffrey Saunders,Small Business
560,Jacob McNeill,Corporate
561,Lucille Gibbons,Home Office
562,Alfred Harmon,Home Office
563,Jeanette Davies,Home Office
564,Pauline Brooks,Home Office
565,Sidney Larson,Home Office
566,Frances Holt,Home Office
567,Leo E Underwood,Home Office
568,Sandy Mueller,Home Office
569,Harriet Wooten,Home Office
570,Mitchell Goldberg,Small Business
571,Martha Bowers,Small Business
572,Joan Bowers,Small Business
573,Laurie Moon,Consumer
574,Rosemary O'Brien,Consumer
575,Malcolm French,Corporate
576,Penny Leach,Corporate
577,Gina Curry,Corporate
578,Anthony Stanley,Corporate
579,Amy Hamrick Melvin,Corporate
580,Leo J Olson,Corporate
581,Joanne Chu,Corporate
582,Jeffrey Page,Small Business
583,Pat Baker,Home Office
584,Kathryn Wolfe,Small Business
585,Marlene Gray,Home Office
586,Lloyd Cannon,Home Office
587,Stanley Steele,Consumer
588,Rachel Bates,Small Business
589,Sherri Kramer,Small Business
590,Brian Grady,Corporate
591,Evan Adkins,Corporate
592,Arnold Johnson,Corporate
593,Tracy Schultz,Corporate
594,April Henson,Consumer
595,Cameron Kendall,Consumer
596,Cameron Kendall,Corporate
597,Paul W French,Corporate
598,Dana Teague,Corporate
599,Shannon Aldridge,Consumer
600,Stuart Sharma,Consumer
601,Stuart C Robinson,Consumer
602,Gary Frazier,Consumer
603,Gretchen McKinney,Consumer
604,Frances Powers,Small Business
605,Robyn Lyon,Home Office
606,Lynne Griffith,Consumer
607,Courtney Nelson,Consumer
608,Phyllis Hull,Small Business
609,Shirley Riley,Small Business
610,Laurie Case Daniel,Small Business
611,Leah Pollock,Small Business
612,Kathy Turner,Consumer
613,Thelma Murray,Corporate
614,Frances Johnson,Consumer
615,Kathy Hinton,Consumer
616,Joanna Kenney,Corporate
617,Tammy Raynor,Corporate
618,Annie Livingston,Corporate
619,Carole Miller,Consumer
620,Peter Hardy,Small Business
621,Lynne Reid,Small Business
622,Kate McKenna,Small Business
623,Andrew Levine,Small Business
624,Milton Lindsay,Consumer
625,Mike Howard,Consumer
626,Lorraine Boykin,Consumer
627,Lee Hancock,Consumer
628,Alison Sharp,Corporate
629,Herbert Donnelly Swanson,Corporate
630,David Powell,Home Office
631,Marlene Phillips,Small Business
632,Wanda Harris,Small Business
633,Nicole Goldstein,Corporate
634,Peter Brooks,Corporate
635,Milton Harrell,Small Business
636,Milton Harrell,Corporate
637,Edgar Kumar,Corporate
638,Billie Stern,Corporate
639,Claire Warren,Small Business
640,Edwin Blackburn,Small Business
641,Edwin Chung,Small Business
642,Tiffany Grossman Hardin,Small Business
643,Jackie Flynn,Small Business
644,Billy Hale,Small Business
645,Paul Tate,Home Office
646,Dana Boyle,Home Office
647,Renee McKenzie,Home Office
648,Stacy Byrne,Home Office
649,Jamie Ward,Corporate
650,Jamie Ward,Home Office
651,Daniel Richmond,Corporate
652,Carmen Elmore,Corporate
653,Florence Gold,Small Business
654,Lynn Morrow,Small Business
655,Victoria Baker Hoover,Home Office
656,Victoria Baker Hoover,Corporate
657,Shawn Stern,Home Office
658,Geoffrey Zhu,Home Office
659,Kent Kerr,Consumer
660,Kent Kerr,Home Office
661,Kent Kerr,Small Business
662,Vicki Hauser,Consumer
663,Janice Cole,Corporate
664,Colleen Andrews,Small Business
665,Marshall Brandt Briggs,Corporate
666,Allan Shields,Consumer
667,Sam Rouse,Small Business
668,Eleanor Swain,Home Office
669,Jacqueline Noble,Corporate
670,Kim Weiss,Home Office
671,Sandra Sharma,Small Business
672,Monica McCormick,Corporate
673,Ross Simpson,Consumer
674,Steve McKee,Small Business
675,Carol Saunders,Corporate
676,Cameron Owens,Corporate
677,Gina McKnight,Consumer
678,Jill Clements,Corporate
679,Peter McConnell,Consumer
680,Miriam Mueller,Corporate
681,Emily Sims,Corporate
682,Lewis Baldwin,Home Office
683,Edward McKenzie,Corporate
684,Jordan Wilkinson,Corporate
685,David Wrenn,Corporate
686,Lee McKenna Gregory,Consumer
687,Marianne Goldstein,Small Business
688,Judy Singer,Small Business
689,Christian Albright,Small Business
690,Joann Moser,Small Business
691,Monica Law Thompson,Corporate
692,Rachel Casey,Home Office
693,Carla Hauser,Corporate
694,Lynn Payne,Consumer
695,Sue Drake,Corporate
696,Theresa Winters,Home Office
697,Beverly Cameron,Home Office
698,Francis Sherrill,Home Office
699,Meredith Humphrey,Home Office
700,Jon Hale,Corporate
701,Gene Gilliam,Small Business
702,Sandy Hunt,Consumer
703,Lee Xu,Consumer
704,Sidney Brewer,Small Business
705,Bradley Schroeder,Corporate
706,Bradley Schroeder,Small Business
707,Keith Hobbs,Home Office
708,Rosemary Branch,Corporate
709,Vivian Goldstein,Home Office
710,Jackie Burke,Home Office
711,Janet McCullough,Home Office
712,Earl Roy,Consumer
713,George McLamb,Consumer
714,Steve Raynor,Consumer
715,Charlotte L Doyle,Home Office
716,Renee Huang,Small Business
717,Larry Hall,Home Office
718,Neil Parker,Small Business
719,Neil Parker,Home Office
720,Brad Stark,Small Business
721,Jon Ayers,Consumer
722,Laurence Flowers,Consumer
723,Gary Koch,Small Business
724,Tara Powers Underwood,Small Business
725,Joan Floyd,Small Business
726,Joan Floyd,Consumer
727,Carol Wood,Consumer
728,James Nicholson,Consumer
729,Zachary Maynard,Consumer
730,Sherry Hurley,Consumer
731,Aaron Day,Corporate
732,Lori Wolfe,Home Office
733,Gerald Raynor,Home Office
734,Katherine W Epstein,Home Office
735,Dan Lamm,Corporate
736,Carolyn Bowling,Small Business
737,Mitchell Ross,Small Business
738,Sidney Scarborough,Small Business
739,Melinda Thornton,Consumer
740,Holly Osborne,Home Office
741,Sandra Berry,Home Office
742,Sharon Long,Corporate
743,Regina Langley,Corporate
744,Rosemary Stark,Corporate
745,Kathy Shah,Consumer
746,Russell W Melton,Corporate
747,Jennifer Zimmerman,Corporate
748,Danielle Myers,Corporate
749,Dean Solomon,Corporate
750,Edna Pierce,Corporate
751,Herbert Holden,Home Office
752,Herbert Holden,Consumer
753,Michele Bradshaw,Consumer
754,Robert Rollins,Home Office
755,Valerie Siegel,Consumer
756,Jack Morse,Corporate
757,Albert Tyson,Home Office
758,Marvin Yang,Home Office
759,Michelle Steele,Consumer
760,Lisa Kim,Corporate
761,Martin Kirk,Consumer
762,Sean Stephenson,Home Office
763,Marcia Feldman,Home Office
764,Tracy Buckley,Home Office
765,Hannah Tyson,Home Office
766,Nathan Jenkins,Home Office
767,Earl Alston,Home Office
768,Gregory R Snow,Home Office
769,Bonnie Matthews Rowland,Corporate
770,Bonnie Matthews Rowland,Home Office
771,Marsha Roy,Corporate
772,Lynne Wilcox,Consumer
773,Harriet Bowman,Consumer
774,Jon Ward,Consumer
775,Jay Simon,Corporate
776,Kenneth Pollock,Corporate
777,Louise Webster Sharma,Corporate
778,Nathan Newton,Corporate
779,Alfred Singh,Corporate
780,Todd D Norris,Corporate
781,Claudia Webb,Home Office
782,Claudia Webb,Corporate
783,Elsie Boykin,Consumer
784,Patsy Shea,Home Office
785,Tracy Dyer,Home Office
786,Nathan Fox,Home Office
787,Paige Mason,Corporate
788,Jeffrey Lloyd,Corporate
789,Carolyn Fisher,Consumer
790,Paige Powers,Consumer
791,Paige Powers,Corporate
792,Crystal Crabtree,Corporate
793,Lester Sawyer,Home Office
794,Kerry Hardy,Corporate
795,Courtney Boyd,Corporate
796,Sheryl Reese,Home Office
797,Donald Melton,Home Office
798,Sharon Thomas,Home Office
799,Jennifer Stanton,Consumer
800,Maurice Kelly,Corporate
801,Jeff Meadows,Corporate
802,Lloyd Levin,Corporate
803,Bernard Thompson,Corporate
804,Nicole Pope,Corporate
805,Geoffrey H Wong,Corporate
806,Carlos Adkins,Small Business
807,Kristine Holden,Small Business
808,Arnold Floyd Blair,Corporate
809,Larry Langston,Corporate
810,Samuel Newman,Corporate
811,Beth Dolan,Corporate
812,Laurence Cummings,Small Business
813,Colleen Marsh,Corporate
814,Sylvia Kumar,Corporate
815,Danielle Baird,Corporate
816,Danielle Baird,Home Office
817,Annie Horne,Home Office
818,Vincent Daniel,Corporate
819,Mike G Hartman,Consumer
820,Debbie Dillon,Corporate
821,Tina Monroe,Corporate
822,Beverly Roberts,Corporate
823,Ken H Frazier,Consumer
824,Kyle Fink,Consumer
825,Sandra Faulkner,Consumer
826,Wesley Cho,Consumer
827,Kenneth Capps,Consumer
828,Natalie Aldridge,Consumer
829,Danny Richmond,Corporate
830,Donna Braun,Corporate
831,Joan Beach,Home Office
832,Joe George,Consumer
833,Rhonda Stein,Home Office
834,Rhonda Stein,Corporate
835,Kelly Sawyer,Corporate
836,Rhonda Bryant,Corporate
837,Jack Horn,Small Business
838,Michelle Bryant Phillips,Small Business
839,Gordon Walker,Consumer
840,Derek Sweeney,Corporate
841,Gretchen Orr,Corporate
842,Max Hubbard,Home Office
843,Helen Ferguson,Home Office
844,Josephine Dalton,Small Business
845,Rick Ellis,Home Office
846,Edna Freeman,Small Business
847,Kent Gill,Home Office
848,Marshall Sutherland,Home Office
849,Anne Schultz,Corporate
850,Phyllis Little,Corporate
851,Robyn Hayes,Corporate
852,Benjamin Lam,Consumer
853,Benjamin Lam,Corporate
854,Lloyd Fuller,Home Office
855,Geoffrey Rivera,Small Business
856,Edna Michael,Small Business
857,Sally Dunn,Home Office
858,Ricky W Clements,Corporate
859,Juan Gold,Consumer
860,Donna Block,Small Business
861,Erika Clapp,Home Office
862,Katharine Hudson,Home Office
863,Allen Nash,Small Business
864,Joel Burnette,Corporate
865,Kevin Wolfe,Corporate
866,Alison Jones,Consumer
867,Jacob Burgess,Corporate
868,Rodney Kearney,Consumer
869,Marjorie Burnette,Corporate
870,Bob Berg,Corporate
871,Vanessa Day,Corporate
872,Eileen Dalton,Corporate
873,Jerry Webster,Corporate
874,Brad H Blake,Corporate
875,Benjamin Gunter,Small Business
876,Grace Black,Small Business
877,Andrew Gonzalez,Consumer
878,Leslie Woodard,Consumer
879,Allan Dickinson,Corporate
880,Miriam Bowman,Small Business
881,Robin Tyler,Corporate
882,Ted Durham,Consumer
883,Gladys Holloway,Consumer
884,Lawrence Hester,Home Office
885,Wayne English,Corporate
886,Jay Hubbard,Corporate
887,Daniel Christian,Home Office
888,Cathy Burgess,Small Business
889,Faye Manning,Corporate
890,Faye Manning,Consumer
891,Julian Keith Mayer,Corporate
892,Ray Silverman,Corporate
893,Janice Boswell,Small Business
894,Lawrence Haas,Corporate
895,Jackie McCullough,Consumer
